title,console,alcohol_reference,animated_blood,blood,blood_and_gore,cartoon_violence,crude_humor,drug_reference,fantasy_violence,intense_violence,language,mild_blood,mild_cartoon_violence,mild_fantasy_violence,mild_language,mild_lyrics,mild_suggestive_themes,mild_violence,nudity,sexual_content,sexual_themes,simulated_gambling,strong_language,strong_sexual_content,suggestive_themes,use_of_alcohol,use_of_drugs_and_alcohol,violence,esrb_rating
Vlad Circus: Descend Into Madness,"PlayStation 4, PlayStation 5",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,M
Xtreme Sports,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E
Starsand,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox Series",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Bramble: The Mountain King,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M
Moonscars,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Sonic Origins Plus,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Thats My Family: Family Fun Night,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
The Knight Witch,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
DREDGE,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
The Murder of Sonic the Hedgehog,Windows PC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Shwip,Windows PC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Skautfold: Shrouded in Sanity,"PlayStation 5, Nintendo Switch",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,M
Medieval Dynasty Digital Collector’s Edition,Windows PC,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,T
Miasma Chronicles,"PlayStation 5, Xbox Series",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,T
Heart of the Woods,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,M
If Found...,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T
I Am Dead,Nintendo Switch,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ET
Antarctica 88,PlayStation 4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
A Boy and His Blob: Retro Collection,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Front Mission 1st: Remake,"PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T
God of Rock,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Outer Wilds: Archaeologist Edition,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Rune Factory 3 Special 'Golden Memories Edition',Nintendo Switch,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,T
Star Wars: Tales from the Galaxy's Edge - Enhanced Edition,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
The Caligula Effect: Overdose,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,M
Werewolf: The Apocalypse – Heart of the Forest,"PlayStation 4, Nintendo Switch",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,M
Song in the Smoke,PlayStation 5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Norn9: Var Commons,Nintendo Switch,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,T
Record of Agarest War,Nintendo Switch,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,T
RayStorm x RayCrisis HD Collection,"PlayStation 4, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
GOODBYE WORLD,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Kung Fury: Street Rage - Ultimate Edition,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
"Warhammer 40,000: Boltgun","Windows PC, Nintendo Switch",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M
Barton Lynch Pro Surfing,"Windows PC, PlayStation 5, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
GYLT,"Windows PC, Stadia",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Wife Quest,"PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,T
Animal Hospital,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Dead Cells: Return to Castlevania Edition,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
High On Life,"Windows PC, Xbox One, Xbox Series",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,M
Venture Valley,"Macintosh, Windows PC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Gigantosaurus: Dino Kart,"Windows PC, PlayStation 4, PlayStation 5, Stadia, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Session: Skate Sim,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T
Batora: Lost Haven,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ET
Peppa Pig: World Adventures,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Tchia,"PlayStation 4, PlayStation 5",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
The Last Worker,"Windows PC, PlayStation 5, Nintendo Switch",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,M
Transport Fever 2: Console Edition,"PlayStation 4, PlayStation 5, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,ET
Sushi Bar Express,Nintendo Switch,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Caverns of Mars: Recharged,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Atelier Marie Remake: The Alchemist of Salburg,Windows PC,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,ET
DC's Justice League: Cosmic Chaos,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Nuclear Blaze,"PlayStation 4, Nintendo Switch",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Kerbal Space Program 2,Windows PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Risk System,Nintendo Switch,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Idle Champions of the Forgotten Realms,Windows PC,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,T
TUNIC,"PlayStation 4, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Little Witch Nobeta,"PlayStation 4, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T
Solar Ash,Nintendo Switch,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Neon White,"PlayStation 4, PlayStation 5, Xbox One, Xbox Series",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T
Buddy Simulator 1984,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Paranormasight: The Seven Mysteries of Honjo,Windows PC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,M
Etrian Odyssey HD,"Windows PC, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T
Etrian Odyssey II HD,"Windows PC, Nintendo Switch",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,T
Etrian Odyssey III HD,"Windows PC, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,T
Tadpole Treble Encore,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Blanc,"Windows PC, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Fight'N Rage,PlayStation 5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,T
Scars Above,"Windows PC, PlayStation 5, Xbox One, Xbox Series",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Risk System,PlayStation 4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Mercenaries Rebirth: Call of the Wild Lynx,"PlayStation 4, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,ET
Daymare: 1994 Sandcastle,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M
Farming Simulator 23,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Redemption Reapers,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Monster Menu: The Scavenger's Cookbook,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T
Townsmen VR,PlayStation 5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ET
Atomic Heart,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,M
Revita,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Fairy Fencer F: Refrain Chord,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,T
Raiden III x MIKADO MANIAX,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ET
The Lord of the Rings: Gollum™,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Colossal Cave,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Curse Of The Sea Rats,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ET
Enclave HD,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,T
Labyrinth of Galleria: The Moon Society,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,M
Cursed to Golf,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,E
LUNARK,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Coffee Talk Episode 2: Hibiscus & Butterfly,"PlayStation 4, PlayStation 5, Nintendo Switch",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T
Digimon World: Next Order,"Windows PC, Nintendo Switch",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ET
AEW: Fight Forever,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,T
Metroid Prime: Remastered,Nintendo Switch,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
AKIBA'S TRIP: Undead & Undressed Director's Cut,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,M
Puzzle Bobble Everybubble!,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Dustwind - The Last Resort,"PlayStation 4, PlayStation 5",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Cuddly Forest Friends,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Clive 'N' Wrench,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Raiden IV x MIKADO remix,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ET
Super Blood Hockey,PlayStation 4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M
Dead Space,"Windows PC, PlayStation 5, Xbox Series",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M
Eiyuden Chronicle: Rising,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,ET
Hi-Fi RUSH,"Windows PC, Xbox Series",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Air Missions: HIND,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
SpongeBob SquarePants: The Cosmic Shake,"Windows PC, PlayStation 4, Nintendo Switch, Xbox One",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Neptunia: Sisters VS Sisters,"Windows PC, PlayStation 4, PlayStation 5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T
Atari Mania,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Akka Arrh,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Loop8: Summer of Gods,"Windows PC, PlayStation 4, Nintendo Switch, Xbox One",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T
Loop8: Summer of Gods ‘Celestial Edition’,"PlayStation 4, Nintendo Switch, Xbox One",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T
Clash: Artifacts of Chaos,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Dokapon Kingdom Connect,Nintendo Switch,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ET
Persona 3 Portable,"Windows PC, PlayStation 4, Nintendo Switch, Xbox One, Xbox Series",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,M
STORY OF SEASONS: A Wonderful Life,"Windows PC, PlayStation 5, Nintendo Switch, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
After Us,"Windows PC, PlayStation 5, Xbox Series",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Horizon: Call of the Mountain,PlayStation 5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Dark Deity,Nintendo Switch,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ET
Vengeful Guardian Moonrider,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Parents Vs Kids,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Blossom Tales II: The Minotaur Prince,Nintendo Switch,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
STAR WARS Jedi: Survivor™,"Windows PC, PlayStation 5, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,T
GrimGrimoire OnceMore,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Return To Monkey Island,"Windows PC, PlayStation 5, Nintendo Switch, Xbox Series",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Adventure Academia: The Fractured Continent,"PlayStation 4, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Bayonetta Origins: Cereza and the Lost Demon,Nintendo Switch,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
BIOMUTANT,PlayStation 5,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
BPM: BULLETS PER MINUTE,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Metaloid: Origin,"PlayStation 4, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Nexomon,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Risen,"PlayStation 4, Nintendo Switch, Xbox One",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,M
VVVVVV,Nintendo 3DS,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Cat Cafe Manager,Nintendo Switch,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Odencat's Paradise Collection,Nintendo Switch,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,T
Hotel: A Resort Simulator,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Shantae and the Pirate's Curse,Nintendo 3DS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ET
Smile For Me,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,ET
They Are Billions,PlayStation 4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
FATAL FRAME: Mask of the Lunar Eclipse,Windows PC,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,T
OPUS: Echo of Starsong,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,T
FINAL FANTASY XVI,PlayStation 5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,M
Coromon,Nintendo Switch,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Rune Factory 3 Special,"Windows PC, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,T
Dungeon Munchies,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M
The Last of Us Part 1,Windows PC,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,M
Kardboard Kings: Card Shop Simulator,Nintendo Switch,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Industria,PlayStation 5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Deathwish Enforcers,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,M
Pumpkin Jack,"PlayStation 4, PlayStation 5, Nintendo Switch",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
From Space,"Windows PC, Nintendo Switch",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Slipstream,"PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
The Sorrowvirus - A Faceless Short Story,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,M
Cuphead,PlayStation 4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Cuphead,Nintendo Switch,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Hello Neighbor 2,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ET
BELOW,PlayStation 4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Paradise Killer,"PlayStation 4, PlayStation 5, Xbox One, Xbox Series",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,M
Iragon Prelude,Windows PC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,M
Radiant Silvergun,Nintendo Switch,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
